Description,PromoCode,DistributorLegacyNumber,OrderHeaderLegacyNumber,CreatedDate
PlanDeLealtadDIB,PlanDeLealtadDIB,1313055,438743130654,Sat Jun 06 2020 13:45:41 GMT-0500 (GMT-05:00)
,PlanDeLealtadPisa ,101485,43874450756,Sat Jun 06 2020 13:45:44 GMT-0500 (GMT-05:00)
,PlanDeLealtadPisa ,204531,43874661999,Sat Jun 06 2020 13:46:02 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707297,438747224457,Sat Jun 06 2020 13:47:10 GMT-0500 (GMT-05:00)
,PlanDeLealtadPisa ,705139,438748208841,Sat Jun 06 2020 13:47:59 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,47665,43874948974,Sat Jun 06 2020 13:49:04 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,34403,43875035333,Sat Jun 06 2020 13:49:47 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1702103,438751213363,Sat Jun 06 2020 13:49:50 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1603657,438752153812,Sat Jun 06 2020 13:50:51 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1706345,438753221487,Sat Jun 06 2020 13:51:13 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1592821,438754133068,Sat Jun 06 2020 13:51:20 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707660,438755225051,Sat Jun 06 2020 13:51:25 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1448598,438756128043,Sat Jun 06 2020 13:53:08 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1313055,438757130654,Sat Jun 06 2020 13:53:51 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1275197,43875882500,Sat Jun 06 2020 13:55:17 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1704732,438759217823,Sat Jun 06 2020 13:55:22 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1704334,438760215594,Sat Jun 06 2020 13:56:05 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,33507,43876136693,Sat Jun 06 2020 13:56:24 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1703653,438762214913,Sat Jun 06 2020 13:56:53 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1605957,438764157937,Sat Jun 06 2020 13:58:19 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1438273,438765108428,Sat Jun 06 2020 14:00:39 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1611608,438767170241,Sat Jun 06 2020 14:05:26 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707732,438770225123,Sat Jun 06 2020 15:10:35 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1597758,438772147231,Sat Jun 06 2020 16:10:52 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1706668,438774221812,Sat Jun 06 2020 18:52:59 GMT-0500 (GMT-05:00)
,PlanDeLealtadPisa ,704241,43877774455,Sun Jun 07 2020 10:26:41 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1443618,438778113679,Sun Jun 07 2020 10:30:11 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1597645,438779147128,Sun Jun 07 2020 10:44:20 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1345598,438781175588,Sun Jun 07 2020 11:23:28 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1616907,438782185852,Sun Jun 07 2020 12:55:56 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1403523,43879034002,Mon Jun 08 2020 07:05:45 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1425827,43879167826,Mon Jun 08 2020 08:15:46 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1605785,438792157402,Mon Jun 08 2020 08:32:42 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1705908,438793218999,Mon Jun 08 2020 08:39:02 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707027,438796222280,Mon Jun 08 2020 08:59:24 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1358333,438797190498,Mon Jun 08 2020 09:07:54 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1618064,438800187936,Mon Jun 08 2020 09:08:50 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1409346,43879941542,Mon Jun 08 2020 09:08:50 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1328836,438801144458,Mon Jun 08 2020 09:14:16 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1440289,438802102191,Mon Jun 08 2020 09:17:55 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1600335,438803141993,Mon Jun 08 2020 09:20:36 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1438050,438804107866,Mon Jun 08 2020 09:21:03 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1412977,43880553258,Mon Jun 08 2020 09:36:29 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1378989,438806206123,Mon Jun 08 2020 09:40:39 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1595095,438808136863,Mon Jun 08 2020 09:51:24 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1430084,43881192126,Mon Jun 08 2020 09:53:22 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1613318,438812173419,Mon Jun 08 2020 09:53:25 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1704071,438813215331,Mon Jun 08 2020 09:59:00 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1608492,438814168184,Mon Jun 08 2020 09:59:27 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,37604,43881535931,Mon Jun 08 2020 10:00:41 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1703455,438816214715,Mon Jun 08 2020 10:00:53 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707276,438817224436,Mon Jun 08 2020 10:01:20 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1422752,43881866733,Mon Jun 08 2020 10:04:36 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707734,438819225125,Mon Jun 08 2020 10:05:38 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1424217,43882075449,Mon Jun 08 2020 10:09:01 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1603567,438821153358,Mon Jun 08 2020 10:12:53 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1402984,43882231278,Mon Jun 08 2020 10:14:23 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1705666,438823218757,Mon Jun 08 2020 10:15:39 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1590211,438826122264,Mon Jun 08 2020 10:20:34 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1706831,438825222083,Mon Jun 08 2020 10:20:41 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1388261,43882920313,Mon Jun 08 2020 10:24:25 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1706304,438830221445,Mon Jun 08 2020 10:25:36 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1384414,438831199781,Mon Jun 08 2020 10:26:39 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1701821,438828213081,Mon Jun 08 2020 10:27:37 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1706615,438832221759,Mon Jun 08 2020 10:28:52 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1707751,438835225142,Mon Jun 08 2020 10:47:31 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1706852,438836222104,Mon Jun 08 2020 10:47:39 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1604696,438837145280,Mon Jun 08 2020 10:49:13 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,15206,43883832593,Mon Jun 08 2020 10:51:44 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1614255,438839175216,Mon Jun 08 2020 10:56:49 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1330117,438840152058,Mon Jun 08 2020 10:58:22 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1403465,43884133797,Mon Jun 08 2020 11:03:12 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1701857,438843213117,Mon Jun 08 2020 11:04:14 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1430347,43884492380,Mon Jun 08 2020 11:04:20 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707723,438842225114,Mon Jun 08 2020 11:06:07 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1428105,43884582320,Mon Jun 08 2020 11:06:14 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1705532,438846218623,Mon Jun 08 2020 11:08:51 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1446910,438847119182,Mon Jun 08 2020 11:11:40 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1410748,43884843654,Mon Jun 08 2020 11:13:01 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1427294,43884980772,Mon Jun 08 2020 11:13:40 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1424849,43885076815,Mon Jun 08 2020 11:14:33 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1392666,43885123499,Mon Jun 08 2020 11:16:54 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1700555,438852208040,Mon Jun 08 2020 11:19:09 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1608744,438853168801,Mon Jun 08 2020 11:21:46 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1702004,438854213264,Mon Jun 08 2020 11:22:19 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1373985,438855203632,Mon Jun 08 2020 11:23:29 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1607814,438856166774,Mon Jun 08 2020 11:24:25 GMT-0500 (GMT-05:00)
,PlanDeLealtadPisa ,119761,43885755516,Mon Jun 08 2020 11:27:15 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1704380,438858215640,Mon Jun 08 2020 11:36:14 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1609607,438859160159,Mon Jun 08 2020 11:36:37 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1702575,438860213835,Mon Jun 08 2020 11:36:53 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1442944,438861112363,Mon Jun 08 2020 11:37:28 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1611270,438862169538,Mon Jun 08 2020 11:38:41 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1450450,438863121485,Mon Jun 08 2020 11:41:21 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707599,438864224990,Mon Jun 08 2020 11:41:35 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1440369,438865102266,Mon Jun 08 2020 11:42:33 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1450450,438866121485,Mon Jun 08 2020 11:44:07 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707390,438867224780,Mon Jun 08 2020 11:45:19 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1705293,438868218384,Mon Jun 08 2020 11:47:36 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,941,43886932501,Mon Jun 08 2020 11:48:10 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707394,438870224784,Mon Jun 08 2020 11:48:18 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1706522,438871221666,Mon Jun 08 2020 11:51:49 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1610687,438872162706,Mon Jun 08 2020 11:52:54 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1446694,438873118980,Mon Jun 08 2020 11:54:11 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1438769,438875109272,Mon Jun 08 2020 12:07:06 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1593232,438876133833,Mon Jun 08 2020 12:08:48 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1602858,438878152360,Mon Jun 08 2020 12:12:39 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1424849,43887976815,Mon Jun 08 2020 12:13:34 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,32982,43888036446,Mon Jun 08 2020 12:17:09 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1609500,438881160052,Mon Jun 08 2020 12:18:37 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1608171,438882167500,Mon Jun 08 2020 12:18:49 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1438769,438883109272,Mon Jun 08 2020 12:19:36 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1706131,438884221272,Mon Jun 08 2020 12:20:44 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1616899,438885185844,Mon Jun 08 2020 12:22:37 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1615778,438886174070,Mon Jun 08 2020 12:22:39 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,32898,43888736431,Mon Jun 08 2020 12:25:56 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1615196,438888176862,Mon Jun 08 2020 12:26:43 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1702346,438889213606,Mon Jun 08 2020 12:30:25 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1396217,43889026328,Mon Jun 08 2020 12:32:50 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1396219,43889126330,Mon Jun 08 2020 12:33:07 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1612879,438892172612,Mon Jun 08 2020 12:34:19 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1616209,438893184427,Mon Jun 08 2020 12:34:55 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1614589,438895175919,Mon Jun 08 2020 12:35:43 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1606870,438896165099,Mon Jun 08 2020 12:38:06 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1446113,438897117671,Mon Jun 08 2020 12:38:09 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1706313,438898221455,Mon Jun 08 2020 12:38:46 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1703233,438900214493,Mon Jun 08 2020 12:40:43 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1615727,438899174019,Mon Jun 08 2020 12:40:47 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1707666,438901225057,Mon Jun 08 2020 12:45:37 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1706657,438903221801,Mon Jun 08 2020 12:46:19 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1330705,438904152885,Mon Jun 08 2020 12:48:03 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,32898,43890536431,Mon Jun 08 2020 12:49:28 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1705412,438906218503,Mon Jun 08 2020 12:51:38 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1293369,43890798132,Mon Jun 08 2020 12:53:13 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707110,438908222366,Mon Jun 08 2020 12:58:32 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1706967,438910222220,Mon Jun 08 2020 13:02:05 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1328018,438911143511,Mon Jun 08 2020 13:02:53 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1704134,438912215394,Mon Jun 08 2020 13:05:03 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1388213,43891320284,Mon Jun 08 2020 13:08:06 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1611197,438914169465,Mon Jun 08 2020 13:09:06 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1604303,438916144547,Mon Jun 08 2020 13:11:08 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1704255,438917215515,Mon Jun 08 2020 13:11:13 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1616495,438918185073,Mon Jun 08 2020 13:13:41 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1446910,438919119182,Mon Jun 08 2020 13:15:45 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1609422,438920159974,Mon Jun 08 2020 13:26:20 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1310067,438921116360,Mon Jun 08 2020 13:28:32 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1331572,438922154323,Mon Jun 08 2020 13:28:46 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707434,438923224824,Mon Jun 08 2020 13:29:47 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1617867,438924187370,Mon Jun 08 2020 13:30:05 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1608171,438926167500,Mon Jun 08 2020 13:36:02 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1436274,43892799089,Mon Jun 08 2020 13:36:44 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1706303,438929221444,Mon Jun 08 2020 13:42:42 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1378525,438930205867,Mon Jun 08 2020 13:43:33 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1608416,438931168113,Mon Jun 08 2020 13:46:47 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1610830,438932163218,Mon Jun 08 2020 13:47:37 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1703201,438933214461,Mon Jun 08 2020 13:50:55 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707596,438934224987,Mon Jun 08 2020 13:51:47 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1395199,43893524140,Mon Jun 08 2020 13:58:47 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1703098,438936214358,Mon Jun 08 2020 14:02:45 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1706671,438937221815,Mon Jun 08 2020 14:02:54 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,57002,43893839199,Mon Jun 08 2020 14:03:05 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1704334,438939215594,Mon Jun 08 2020 14:10:30 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1706733,438940221879,Mon Jun 08 2020 14:11:53 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1426868,43894179977,Mon Jun 08 2020 14:13:57 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1599042,438943149523,Mon Jun 08 2020 14:14:10 GMT-0500 (GMT-05:00)
,PlanDeLealtadPisa ,200277,43894260259,Mon Jun 08 2020 14:14:12 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1705866,438944218957,Mon Jun 08 2020 14:18:32 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1703026,438945214286,Mon Jun 08 2020 14:19:36 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1614750,438946176080,Mon Jun 08 2020 14:22:07 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1605634,438947157253,Mon Jun 08 2020 14:22:52 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1609990,438949161277,Mon Jun 08 2020 14:28:55 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1618064,438950187936,Mon Jun 08 2020 14:36:11 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1608509,438951168201,Mon Jun 08 2020 14:39:23 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1707621,438952225012,Mon Jun 08 2020 14:40:00 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1422754,43895366735,Mon Jun 08 2020 14:40:00 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707652,438954225043,Mon Jun 08 2020 14:40:48 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1704405,438955215665,Mon Jun 08 2020 14:43:24 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1442735,438956112157,Mon Jun 08 2020 14:46:03 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1616384,438957184594,Mon Jun 08 2020 14:51:37 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1607442,438959166033,Mon Jun 08 2020 15:02:46 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,21638,43896031830,Mon Jun 08 2020 15:03:15 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1605829,438961157445,Mon Jun 08 2020 15:03:23 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1596886,438963136016,Mon Jun 08 2020 15:03:54 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1599042,438964149523,Mon Jun 08 2020 15:05:35 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1607940,438965167269,Mon Jun 08 2020 15:07:38 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1599820,438966140761,Mon Jun 08 2020 15:10:35 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707758,438968225149,Mon Jun 08 2020 15:13:51 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1370155,438969196635,Mon Jun 08 2020 15:16:44 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1356502,438970188960,Mon Jun 08 2020 15:17:42 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1333645,438971156836,Mon Jun 08 2020 15:19:04 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1336655,438972166989,Mon Jun 08 2020 15:22:40 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,44738,43897338445,Mon Jun 08 2020 15:24:06 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1417566,43897461450,Mon Jun 08 2020 15:27:58 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1613226,438975173327,Mon Jun 08 2020 15:30:01 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1605489,438976156749,Mon Jun 08 2020 15:32:33 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1706158,438977221299,Mon Jun 08 2020 15:36:04 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1609954,438978161241,Mon Jun 08 2020 15:41:03 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1591789,438979130979,Mon Jun 08 2020 15:41:46 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1614086,438982164667,Mon Jun 08 2020 15:44:26 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1606627,438983154850,Mon Jun 08 2020 15:45:34 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1704104,438984215364,Mon Jun 08 2020 15:46:10 GMT-0500 (GMT-05:00)
