Description,PromoCode,DistributorLegacyNumber,OrderHeaderLegacyNumber,CreatedDate
PlanDeLealtadDIB,PlanDeLealtadDIB,1703886,457781215146,Thu Aug 06 2020 15:25:48 GMT-0500 (GMT-05:00)
,3 By Free REBL,1703886,457781215146,Thu Aug 06 2020 15:25:48 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1704387,457782215647,Thu Aug 06 2020 15:26:34 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1710351,457783228129,Thu Aug 06 2020 15:33:09 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1709473,457784227157,Thu Aug 06 2020 15:36:33 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1274656,45778682387,Thu Aug 06 2020 15:43:06 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1412415,45778846983,Thu Aug 06 2020 15:49:42 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1704516,457789215776,Thu Aug 06 2020 15:50:50 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1365336,457791201525,Thu Aug 06 2020 15:59:34 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1703522,457792214782,Thu Aug 06 2020 16:04:00 GMT-0500 (GMT-05:00)
,3 By Free REBL,1703522,457792214782,Thu Aug 06 2020 16:04:00 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1700962,457793208447,Thu Aug 06 2020 16:04:38 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1410194,45779542773,Thu Aug 06 2020 16:09:33 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1701081,457796208566,Thu Aug 06 2020 16:14:05 GMT-0500 (GMT-05:00)
,3 By Free REBL,1701081,457796208566,Thu Aug 06 2020 16:14:05 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,20184,45779731566,Thu Aug 06 2020 16:14:34 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1703603,457798214863,Thu Aug 06 2020 16:16:11 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710355,457755228133,Thu Aug 06 2020 16:17:43 GMT-0500 (GMT-05:00)
Afíliate con Paquete Negocio 150 y obtén un Glutacal sin costo.,Glutacal Negocio 150,1710924,457800228703,Thu Aug 06 2020 16:19:05 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1709801,457801227579,Thu Aug 06 2020 16:21:28 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1706783,457803221929,Thu Aug 06 2020 16:24:03 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1701388,457802208971,Thu Aug 06 2020 16:24:03 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707958,457804225626,Thu Aug 06 2020 16:26:59 GMT-0500 (GMT-05:00)
Promotion 90 Days,90Days_500043_2_AF,1707958,457804225626,Thu Aug 06 2020 16:26:59 GMT-0500 (GMT-05:00)
Promotion 90 Days,90Days_500043_2_AF,1708587,457805226255,Thu Aug 06 2020 16:29:26 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708587,457805226255,Thu Aug 06 2020 16:29:26 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710419,457806228197,Thu Aug 06 2020 16:30:58 GMT-0500 (GMT-05:00)
Promotion 90 Days,90Days_500044_1_AF,1710419,457806228197,Thu Aug 06 2020 16:30:58 GMT-0500 (GMT-05:00)
,3 By Free REBL,1370335,457807196779,Thu Aug 06 2020 16:33:27 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1370335,457807196779,Thu Aug 06 2020 16:33:27 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710856,457808228634,Thu Aug 06 2020 16:35:54 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1706612,457809221756,Thu Aug 06 2020 16:36:30 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708034,457810225702,Thu Aug 06 2020 16:36:58 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1709903,457811227681,Thu Aug 06 2020 16:44:24 GMT-0500 (GMT-05:00)
Promotion 90 Days,90Days_500044_1_AF,1709903,457811227681,Thu Aug 06 2020 16:44:24 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1611057,457812163442,Thu Aug 06 2020 16:45:35 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1700555,457813208040,Thu Aug 06 2020 16:50:54 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1604166,457814154649,Thu Aug 06 2020 16:51:48 GMT-0500 (GMT-05:00)
,3 By Free REBL,1604166,457814154649,Thu Aug 06 2020 16:51:48 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1606435,457815158767,Thu Aug 06 2020 16:54:13 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710105,457816227883,Thu Aug 06 2020 16:57:08 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1434528,45781796068,Thu Aug 06 2020 16:57:25 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1702004,457818213264,Thu Aug 06 2020 16:57:26 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1604166,457819154649,Thu Aug 06 2020 16:59:31 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1400454,45782030726,Thu Aug 06 2020 17:04:06 GMT-0500 (GMT-05:00)
,PlanDeLealtadPisa ,126115,457821219158,Thu Aug 06 2020 17:07:35 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1608813,457822168870,Thu Aug 06 2020 17:08:05 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1321247,457823138498,Thu Aug 06 2020 17:12:03 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1703995,457824215255,Thu Aug 06 2020 17:14:30 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1705653,457825218744,Thu Aug 06 2020 17:15:33 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1710884,457826228662,Thu Aug 06 2020 17:17:22 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,14817,45782732574,Thu Aug 06 2020 17:20:06 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1280714,45782890466,Thu Aug 06 2020 17:20:23 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1305832,457830114782,Thu Aug 06 2020 17:25:24 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710395,457829228173,Thu Aug 06 2020 17:25:59 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710914,457831228693,Thu Aug 06 2020 17:36:10 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,14817,45783232574,Thu Aug 06 2020 17:38:35 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1400998,45783329191,Thu Aug 06 2020 17:41:20 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1616858,457834185803,Thu Aug 06 2020 17:47:14 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1607081,457835165678,Thu Aug 06 2020 17:51:23 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1594210,457836135501,Thu Aug 06 2020 17:55:54 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1609731,457837160651,Thu Aug 06 2020 17:59:46 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1710925,457839228704,Thu Aug 06 2020 18:07:17 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1705198,457840218289,Thu Aug 06 2020 18:07:53 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1321950,457841135527,Thu Aug 06 2020 18:08:22 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708944,457842226613,Thu Aug 06 2020 18:10:59 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1709328,457843227012,Thu Aug 06 2020 18:15:40 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1708228,457844225896,Thu Aug 06 2020 18:18:11 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1430497,45784682909,Thu Aug 06 2020 18:39:43 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707696,457847225087,Thu Aug 06 2020 18:41:42 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1614750,457848176080,Thu Aug 06 2020 18:45:03 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1614750,457849176080,Thu Aug 06 2020 18:48:46 GMT-0500 (GMT-05:00)
,PlanDeLealtadPisa ,203856,45785061624,Thu Aug 06 2020 19:21:46 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1611958,457852170959,Thu Aug 06 2020 19:25:43 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1700735,457860208220,Thu Aug 06 2020 19:56:23 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1706573,457864221717,Thu Aug 06 2020 22:07:41 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1403523,45786834002,Fri Aug 07 2020 07:14:51 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1443070,457869112840,Fri Aug 07 2020 07:37:02 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707364,457870224754,Fri Aug 07 2020 07:41:23 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1443070,457871112840,Fri Aug 07 2020 07:44:03 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710031,457872227809,Fri Aug 07 2020 08:25:09 GMT-0500 (GMT-05:00)
Promotion 90 Days,90Days_500044_1_AF,1710031,457872227809,Fri Aug 07 2020 08:25:09 GMT-0500 (GMT-05:00)
Promotion 90 Days,90Days_500044_1_AF,1709878,457873227656,Fri Aug 07 2020 08:28:15 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1709878,457873227656,Fri Aug 07 2020 08:28:15 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1709961,457874227739,Fri Aug 07 2020 08:30:09 GMT-0500 (GMT-05:00)
PlanDeLealtadCP,PlanDeLealtadCP,1704079,457875215339,Fri Aug 07 2020 08:33:27 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1415785,45787648280,Fri Aug 07 2020 08:39:08 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707868,457877225259,Fri Aug 07 2020 08:41:14 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1428586,45787888796,Fri Aug 07 2020 08:44:15 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1709783,457880227561,Fri Aug 07 2020 08:54:11 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708518,457881226186,Fri Aug 07 2020 08:59:24 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,20042,45788231544,Fri Aug 07 2020 09:00:02 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1347598,457883174617,Fri Aug 07 2020 09:03:22 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1351439,457884179108,Fri Aug 07 2020 09:08:59 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708408,457885226076,Fri Aug 07 2020 09:09:35 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710010,457886227788,Fri Aug 07 2020 09:09:57 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1615089,457887176756,Fri Aug 07 2020 09:12:29 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1373469,457888203342,Fri Aug 07 2020 09:16:51 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1706978,457889222231,Fri Aug 07 2020 09:17:00 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710024,457890227802,Fri Aug 07 2020 09:20:06 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710661,457891228439,Fri Aug 07 2020 09:20:50 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707889,457892225296,Fri Aug 07 2020 09:21:58 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1706979,457893222232,Fri Aug 07 2020 09:22:25 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1276693,45789488507,Fri Aug 07 2020 09:23:15 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1706994,457895222247,Fri Aug 07 2020 09:24:33 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1706993,457896222246,Fri Aug 07 2020 09:26:21 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710909,457897228687,Fri Aug 07 2020 09:28:48 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1702470,457898213730,Fri Aug 07 2020 09:32:32 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1706995,457899222248,Fri Aug 07 2020 09:32:45 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707396,457900224786,Fri Aug 07 2020 09:39:52 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1612701,457901172437,Fri Aug 07 2020 09:40:28 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1443192,457902112954,Fri Aug 07 2020 09:42:04 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1607794,457903166754,Fri Aug 07 2020 09:43:14 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710369,457904228147,Fri Aug 07 2020 09:43:56 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710033,457905227811,Fri Aug 07 2020 09:44:28 GMT-0500 (GMT-05:00)
Promotion 90 Days,90Days_500044_1_AF,1710033,457905227811,Fri Aug 07 2020 09:44:28 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708204,457907225872,Fri Aug 07 2020 09:53:30 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1613102,457906173203,Fri Aug 07 2020 09:53:30 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1396365,45790926615,Fri Aug 07 2020 09:58:30 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707850,457912225241,Fri Aug 07 2020 10:04:17 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707538,457914224928,Fri Aug 07 2020 10:12:13 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1381092,457915207102,Fri Aug 07 2020 10:13:06 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710307,457916228085,Fri Aug 07 2020 10:21:22 GMT-0500 (GMT-05:00)
Promotion 90 Days,90Days_500044_1_AF,1710307,457916228085,Fri Aug 07 2020 10:21:22 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710014,457917227792,Fri Aug 07 2020 10:22:31 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1597097,457918145874,Fri Aug 07 2020 10:23:55 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1608086,457919167415,Fri Aug 07 2020 10:27:20 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1704217,457920215477,Fri Aug 07 2020 10:29:55 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1709318,457921227002,Fri Aug 07 2020 10:33:12 GMT-0500 (GMT-05:00)
Promotion 90 Days,90Days_500044_1_AF,1709318,457921227002,Fri Aug 07 2020 10:33:12 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708351,457922226019,Fri Aug 07 2020 10:34:17 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1595803,457923137833,Fri Aug 07 2020 10:35:26 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1709726,457924227504,Fri Aug 07 2020 10:35:34 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1600502,457925142135,Fri Aug 07 2020 10:38:00 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1706599,457927221743,Fri Aug 07 2020 10:39:47 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1434078,45792695258,Fri Aug 07 2020 10:39:49 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1400454,45792830726,Fri Aug 07 2020 10:46:10 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,23661,45792932126,Fri Aug 07 2020 10:47:55 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1703636,457930214896,Fri Aug 07 2020 10:48:51 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1437274,457932100792,Fri Aug 07 2020 10:53:01 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1296957,457933107366,Fri Aug 07 2020 10:53:32 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710033,457935227811,Fri Aug 07 2020 10:53:49 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1709751,457936227529,Fri Aug 07 2020 10:54:27 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,15340,45793732595,Fri Aug 07 2020 10:58:53 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1703484,457939214744,Fri Aug 07 2020 10:59:54 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707782,457940225173,Fri Aug 07 2020 11:03:55 GMT-0500 (GMT-05:00)
Promotion 90 Days,90Days_500043_2_AF,1707782,457940225173,Fri Aug 07 2020 11:03:55 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,35038,45794135408,Fri Aug 07 2020 11:04:43 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1618064,457942187936,Fri Aug 07 2020 11:06:11 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1418847,45794469939,Fri Aug 07 2020 11:08:34 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707997,457945225665,Fri Aug 07 2020 11:09:51 GMT-0500 (GMT-05:00)
Promotion 90 Days,90Days_500043_2_AF,1707997,457945225665,Fri Aug 07 2020 11:09:51 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1394985,45794625150,Fri Aug 07 2020 11:10:56 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1399877,45794728277,Fri Aug 07 2020 11:11:09 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,34403,45794835333,Fri Aug 07 2020 11:12:49 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1613299,457950173400,Fri Aug 07 2020 11:14:37 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1605560,457951156819,Fri Aug 07 2020 11:18:41 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1443298,457954113028,Fri Aug 07 2020 11:21:24 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708060,457955225728,Fri Aug 07 2020 11:25:02 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1605560,457956156819,Fri Aug 07 2020 11:25:39 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1618010,457958187513,Fri Aug 07 2020 11:26:12 GMT-0500 (GMT-05:00)
,PlanDeLealtadPisa ,200339,45796060280,Fri Aug 07 2020 11:29:51 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,34403,45796335333,Fri Aug 07 2020 11:33:27 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1438117,457965108301,Fri Aug 07 2020 11:36:00 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1709568,457967227346,Fri Aug 07 2020 11:38:00 GMT-0500 (GMT-05:00)
Promotion 90 Days,90Days_500044_1_AF,1709568,457967227346,Fri Aug 07 2020 11:38:00 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1426217,45796868585,Fri Aug 07 2020 11:39:42 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,20393,45796931595,Fri Aug 07 2020 11:40:35 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1611344,457970169611,Fri Aug 07 2020 11:41:16 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1702907,457971214167,Fri Aug 07 2020 11:42:38 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1590975,457972123662,Fri Aug 07 2020 11:42:42 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1709249,457973226933,Fri Aug 07 2020 11:44:53 GMT-0500 (GMT-05:00)
Promotion 90 Days,90Days_500044_1_AF,1709249,457973226933,Fri Aug 07 2020 11:44:53 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708711,457974226379,Fri Aug 07 2020 11:45:27 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707288,457976224448,Fri Aug 07 2020 11:47:08 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1705432,457977218523,Fri Aug 07 2020 11:47:25 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1701116,457978208601,Fri Aug 07 2020 11:50:08 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,19184,45798033107,Fri Aug 07 2020 11:50:55 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710226,457979228004,Fri Aug 07 2020 11:51:25 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1405367,45798237906,Fri Aug 07 2020 11:56:20 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1708178,457983225846,Fri Aug 07 2020 11:57:15 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707128,457984222384,Fri Aug 07 2020 11:58:08 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1591418,457986124798,Fri Aug 07 2020 11:59:01 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1405367,45798837906,Fri Aug 07 2020 11:59:51 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1418038,45798758428,Fri Aug 07 2020 11:59:53 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707997,457989225665,Fri Aug 07 2020 12:00:18 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1710319,457990228097,Fri Aug 07 2020 12:04:01 GMT-0500 (GMT-05:00)
Promotion 90 Days,90Days_500044_1_AF,1710319,457990228097,Fri Aug 07 2020 12:04:01 GMT-0500 (GMT-05:00)
Promotion 90 Days,90Days_500043_2_AF,1707899,457991225306,Fri Aug 07 2020 12:06:20 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707899,457991225306,Fri Aug 07 2020 12:06:20 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1352948,457992180348,Fri Aug 07 2020 12:07:18 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1616041,457993174702,Fri Aug 07 2020 12:08:22 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1405836,45799437799,Fri Aug 07 2020 12:10:35 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1709968,457995227746,Fri Aug 07 2020 12:13:37 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1709943,457997227721,Fri Aug 07 2020 12:14:07 GMT-0500 (GMT-05:00)
Promotion 90 Days,90Days_500044_1_AF,1709943,457997227721,Fri Aug 07 2020 12:14:07 GMT-0500 (GMT-05:00)
,3 By Free REBL,1608616,457996168673,Fri Aug 07 2020 12:14:15 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1608616,457996168673,Fri Aug 07 2020 12:14:15 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1596150,457998138886,Fri Aug 07 2020 12:15:56 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1595803,457999137833,Fri Aug 07 2020 12:17:07 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1707409,458000224799,Fri Aug 07 2020 12:17:10 GMT-0500 (GMT-05:00)
PlanDeLealtadDIB,PlanDeLealtadDIB,1709865,458001227643,Fri Aug 07 2020 12:17:43 GMT-0500 (GMT-05:00)
